user_text,bot_response,source,clean_user_text,clean_bot_response
"kal maine ek documentary dekhi art therapy ke baare mein,wahaan logon ne kis tarah se apne trauma ko heal kiya, yaar sach mein dil ko chu gaya!","wow, mujhe bhi dekhna hai, kabhi kabhi aise stories sunne se hi pata chalta hai ki art kitni powerful cheez hai, yeh logon ki zindagi badal sakti hai!",Hinglish Everyday Conversations,"kal maine ek documentary dekhi art therapy ke baare mein,wahaan logon ne kis tarah se apne trauma ko heal kiya, yaar sach main dil ko chu gaya!","wow, mujhe bhi dekhna hai, kabhi kabhi aise stories sunne se hi pata chalta hai ki art kitni powerful cheez hai, yeh logon ki zindagi badal sakti hai!"
Baat khaali peshawar lahore islamabad ki toh ho hi nahe rahi na. ,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,baat khaali peshawar lahore islamabad ki toh ho hi nahe rahi na.,"samajh gaya, aur batao? main sun raha hun 🙂"
Bangal Se Aanay Wala Barish Ka System Kal Sunday Pakistan Me Dakhil Hoga Karachi Me 120mm Barish Ka Imkan ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bangal se aanay wala barish ka system kal sunday pakistan me dakhil hoga karachi me 120mm barish ka imkan,"wah, ye sun kar bohat acha laga! khush raho 😊"
"kya,aap kya khaana bana rahi hain?","aaj toh halwa bana rahi hoon, aap chahe to kuchh le sakte hain.",Hinglish Everyday Conversations,"kya,aap kya khaana bana rahi hain?","aaj toh halwa bana rahi hoon, aap chahe to kuchh le sakte hain."
Secret strategy 😎 this is why BSC the name of trust 💀💀💀,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,secret strategy this is why bsc the name of trust,"wah, ye sun kar bohat acha laga! khush raho 😊"
Ye program deck kar jism ky rongtay or Baal kray hotay hai yarr. I am Soo proud of you iqrar,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,ye program deck kar jism ky rongtay or baal kray hotay hai yarr. i am soo proud of you iqrar,"wah, ye sun kar bohat acha laga! khush raho 😊"
"sun,kya tumne kabhi socha hai ki art therapy ka use schools mein bhi kiya jaa sakta hai, ya yeh sirf clinics tak limited hai?","bohot accha point hai, schools mein bhi art therapy sessions ho sakte hain, kyunki yeh bachon ki emotional well-being ke liye bahut beneficial hai.",Hinglish Everyday Conversations,"sun,kya tumne kabhi socha hai ki art therapy ka use schools main bhi kiya jaa sakta hai, ya yeh sirf clinics tak limited hai?","bohot accha point hai, schools mein bhi art therapy sessions ho sakte hain, kyunki yeh bachon ki emotional well-being ke liye bahut beneficial hai."
apna jaiz maqsad pora k pmln k khilaf wahi jaiz maqsad pora k pti k khilaf ksi lihaz jino darna deny kaha munafiq khadim rizvi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,apna jaiz maqsad pora k pmln k khilaf wahi jaiz maqsad pora k pti k khilaf ksi lihaz jino darna deny kaha munafiq khadim rizvi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Me zyda intraday krta hn is lia 😁,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,me zyda intraday krta hn is lia,"samajh gaya, aur batao? main sun raha hun 🙂"
lunch break mein kya karna hai?,"bas, aaj toh office mein hi khana khaana hai",Hinglish Everyday Conversations,lunch break main kya karna hai?,"bas, aaj toh office mein hi khana khaana hai"
"yaar,jab se maine digital art banana shuru kiya hai, mere mood swings bhi kam ho gaye hain, kya tumhe bhi aisa feel hota hai?","bilkul! jab main apne art pe focus karti hoon, sab kuch bhool jaati hoon, yeh ek tarah ka therapy bhi hai!",Hinglish Everyday Conversations,"yaar,jab se maine digital art banana shuru kiya hai, mere mood swings bhi kam ho gaye hain, kya tumhe bhi aisa feel hota hai?","bilkul! jab main apne art pe focus karti hoon, sab kuch bhool jaati hoon, yeh ek tarah ka therapy bhi hai!"
Aroob Jani ne nishat ka dress pena hua hna plz ducky Bhai btaanmerey ps bhi he,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,aroob jani ne nishat ka dress pena hua hna plz ducky bhai btaanmerey ps bhi he,"samajh gaya, aur batao? main sun raha hun 🙂"
And mn yhi sochta tha ky wo jb hate krti mry sy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,and mn yhi sochta tha ky wo jb hate krti mry sy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Developer hai mere passs 😂,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,developer hai mere passs,"samajh gaya, aur batao? main sun raha hun 🙂"
traffic bahut zyada hai aaj!,"haan yaar, khushnasib hai jo train se aa gaya.",Hinglish Everyday Conversations,traffic bahut zyada hai aaj!,"haan yaar, khushnasib hai jo train se aa gaya."
"mujhe to pet ka koi bhi type pasand hai,sab cute hote hain, aapko kya pasand hai?","meri favourite to labrador dogs hote hain, bahut pyaare aur friendly hote hain!",Hinglish Everyday Conversations,"mujhe to pet ka koi bhi type pasand hai,sab cute hote hain, aapko kya pasand hai?","meri favourite to labrador dogs hote hain, bahut pyaare aur friendly hote hain!"
Ye to hai 🥲 hum lut gye 😅,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,ye to hai hum lut gye,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Next video bnao reading good comments. Love from Punjab India,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,next video bnao reading good comments. love from punjab india,"wah, ye sun kar bohat acha laga! khush raho 😊"
safi sahb apko pmln waly kitny paisy daty hukumt ky khilaf bolny ky pmln hukumt tb apki zuban tala lga ap itna jalty q hn,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,safi sahb apko pmln waly kitny paisy daty hukumt ky khilaf bolny ky pmln hukumt tb apki zuban tala lga ap itna jalty kyun hn,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"kaise ho tum? kal toh mere office mein surprise birthday party thi,achanak se sabne cake kaat ke khush kar diya!","wah, amazing! office wale itne sweet hain, birthday par aisi surprise party toh khushi wali baat hai!",Hinglish Everyday Conversations,"kaise ho tum? kal toh mere office main surprise birthday party thi,achanak se sabne cake kaat ke khush kar diya!","wah, amazing! office wale itne sweet hain, birthday par aisi surprise party toh khushi wali baat hai!"
"arey,tumhe pata hai, biohacking ka ek part hai meditation bhi, log isse apne mental health ko boost karne ke liye istemal kar rahe hain!","haan, aur kya, meditation se toh focus bhi badhta hai, aur yeh sab natural hai, bina kisi side effects ke, ek dum perfect combo!",Hinglish Everyday Conversations,"arey,tumhe pata hai, biohacking ka ek part hai meditation bhi, log isse apne mental health ko boost karne ke liye istemal kar rahe hain!","haan, aur kya, meditation se toh focus bhi badhta hai, aur yeh sab natural hai, bina kisi side effects ke, ek dum perfect combo!"
Bawi to nai,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,bawi to nahi,"samajh gaya, aur batao? main sun raha hun 🙂"
Thk ha apka masla hal hogya ha,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,thk ha apka masla hal hogya ha,"wah, ye sun kar bohat acha laga! khush raho 😊"
laikin sir ap nai puri qum ko mayos kar diya hai . ,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,laikin sir ap nahi puri qum ko mayos kar diya hai .,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"arre,tumhe yaad hai na woh virtual assistant jo tumhare saath chhutti par bhi jaata hai, kya tumne kabhi use try kiya?","bilkul! maine toh usse apne trip ki planning ke liye bola tha, lekin wo toh khud hi zyada excited ho gayi, mujhe advice deti rahi!",Hinglish Everyday Conversations,"arre,tumhe yaad hai na woh virtual assistant jo tumhare saath chhutti par bhi jaata hai, kya tumne kabhi use try kiya?","bilkul! maine toh usse apne trip ki planning ke liye bola tha, lekin wo toh khud hi zyada excited ho gayi, mujhe advice deti rahi!"
nice phone ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,nice phone,"wah, ye sun kar bohat acha laga! khush raho 😊"
really same bhai,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,really same bhai,"wah, ye sun kar bohat acha laga! khush raho 😊"
"kal mujhe ek friend ne bola meditation se weight loss bhi ho sakta hai,kya yeh sach hai, tumhe kya lagta hai?","haan, meditation se stress levels kam hote hain, jo weight gain ko rokne mein madadgar hota hai, lekin yeh sirf ek part hai, overall lifestyle bhi zaroori hai!",Hinglish Everyday Conversations,"kal mujhe ek friend ne bola meditation se weight loss bhi ho sakta hai,kya yeh sach hai, tumhe kya lagta hai?","haan, meditation se stress levels kam hote hain, jo weight gain ko rokne mein madadgar hota hai, lekin yeh sirf ek part hai, overall lifestyle bhi zaroori hai!"
"arre,jab main diet par hoti hoon, toh mujhe sabziyon se bore ho jaati hoon, kya tu kabhi kisi interesting recipe ke baare mein sochi hai?","haan, mujhe yaad hai ek time par maine zucchini noodles banaye the, woh toh itne tasty hue the ki mujhe samajh hi nahi aaya ki main diet par hoon!",Hinglish Everyday Conversations,"arre,jab main diet par hoti hoon, toh mujhe sabziyon se bore ho jaati hoon, kya tu kabhi kisi interesting recipe ke baare main sochi hai?","haan, mujhe yaad hai ek time par maine zucchini noodles banaye the, woh toh itne tasty hue the ki mujhe samajh hi nahi aaya ki main diet par hoon!"
kya tumhari car aayi?,"abhi nahi, next month aayegi.",Hinglish Everyday Conversations,kya tumhari car aayi?,"abhi nahi, next month aayegi."
nawaz batain abe ker ha bus awam hamdardi hasil karny k lia nawaz his agenda per kam ker vo boht bayank sabit sakta ha pmln k lia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,nawaz batain abe ker ha bus awam hamdardi hasil karny k lia nawaz his agenda per kam ker vo bohat bayank sabit sakta ha pmln k lia,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
hamara ishaq dar taluqq nahi aisay khial pmln aatay ye so call independent journalist ideas dete,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,hamara ishaq dar taluqq nahi aisay khial pmln aatay ye so call independent journalist ideas dete,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"kal jab main bus se ghar aa rahi thi,tab maine dekha ek aadmi kuch suspicious kar raha tha, mujhe dar laga, kya karna chahiye tha?","arre, aise waqt pe sabse pehle toh apne aas paas dekhna, aur agar kuch bura lage toh driver ko inform karna, hamesha alert rehna chahiye.",Hinglish Everyday Conversations,"kal jab main bus se ghar aa rahi thi,tab maine dekha ek aadmi kuch suspicious kar raha tha, mujhe dar laga, kya karna chahiye tha?","arre, aise waqt pe sabse pehle toh apne aas paas dekhna, aur agar kuch bura lage toh driver ko inform karna, hamesha alert rehna chahiye."
drama bazo kisy ters nhi ata tumhary sessions per dramon per jub man mer jayay ussy apny hathon qaber utarty muthy matty dalty buzdilo aisy dabby ban ker k allah k hwaly nhi kerty kandha daty jnazy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,drama bazo kisy ters nhi ata tumhary sessions per dramon per jub man mer jayay ussy apny hathon qaber utarty muthy matty dalty buzdilo aisy dabby ban ker k allah k hwaly nhi kerty kandha daty jnazy,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"at least muslims ko nahi celebrate karna chahiyah yah sirf aur sirf waqt ka ziya hai , is ki bajay aur behtar kaam soochnay aur kernay chahya","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"at least muslims ko nahi celebrate karna chahiyah yah sirf aur sirf waqt ka ziya hai , is ki bajay aur behtar kaam soochnay aur kernay chahya","wah, ye sun kar bohat acha laga! khush raho 😊"
kabhi kabhi party toh karne chahiye?,"haan yaar, life mein maja bhi toh chahiye.",Hinglish Everyday Conversations,kabhi kabhi party toh karne chahiye?,"haan yaar, life mein maja bhi toh chahiye."
Ya kafi girls ko insan tease kr chuka,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,ya kafi girls ko insan tease kr chuka,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"yaar,mujhe samajh nahi aata, kyun log high-rise buildings banane par itna focus karte hain, jabki open spaces bhi toh important hain hamare sheher ke liye.","sahi baat hai, lekin developers ko profit ki hi chinta hoti hai, open spaces ka khayal rakhne wala koi nahi hai, logon ko khud hi awaaz uthani padegi.",Hinglish Everyday Conversations,"yaar,mujhe samajh nahi aata, kyun log high rise buildings banane par itna focus karte hain, jabki open spaces bhi toh important hain hamare sheher ke liye.","sahi baat hai, lekin developers ko profit ki hi chinta hoti hai, open spaces ka khayal rakhne wala koi nahi hai, logon ko khud hi awaaz uthani padegi."
Or age uski?,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,or age uski?,"samajh gaya, aur batao? main sun raha hun 🙂"
Low quality thay kaafi. Matlab itnay paison mein meine yehi cheez expect kari thi. Wese comfortable hai raat mein aapko konn dekhta hai islie mein yeh mangwaye us hisaab se sai thay ye kaam chalau,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,low quality thay kaafi. matlab itnay paison main meine yehi cheez expect kari thi. wese comfortable hai raat main aapko konn dekhta hai islie main yeh mangwaye us hisaab se sai thay ye kaam chalau,"wah, ye sun kar bohat acha laga! khush raho 😊"
setup bejh,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,setup bejh,"samajh gaya, aur batao? main sun raha hun 🙂"
Ma naraz ho jaoun ga,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,ma naraz ho jaoun ga,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"maine aj kal khud se ek promise kiya hai,ki mein har roz atleast ek tree plantoongi, yeh bahut jaruri hai.","wah! aapka commitment to environment bahut commendable hai, mujhe bhi yaad dila diya ki mujhe bhi koi action lena chahiye.",Hinglish Everyday Conversations,"maine aj kal khud se ek promise kiya hai,ki main har roz atleast ek tree plantoongi, yeh bahut jaruri hai.","wah! aapka commitment to environment bahut commendable hai, mujhe bhi yaad dila diya ki mujhe bhi koi action lena chahiye."
zayada emotional k apko majbori k tehat join karni parr jaye pura khandan or party toh jhooton or choron phir apka kia benay mn yea souch k heraan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,zayada emotional k apko majbori k tehat join karni parr jaye pura khandan or party toh jhooton or choron phir apka kya benay mn yea souch k heraan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"yaar,mujhe laga ki streetwear ka trend kabhi nahi jaega, par ab toh yeh bhi evolve ho raha hai, kya tumhe bhi yeh notice hua?","bilkul! streetwear mein bhi ab luxury elements aa rahe hain, jo isse aur bhi interesting banate hain, kya trend hai yeh fashion ka!",Hinglish Everyday Conversations,"yaar,mujhe laga ki streetwear ka trend kabhi nahi jaega, par ab toh yeh bhi evolve ho raha hai, kya tumhe bhi yeh notice hua?","bilkul! streetwear mein bhi ab luxury elements aa rahe hain, jo isse aur bhi interesting banate hain, kya trend hai yeh fashion ka!"
